AUDd5	001CFF	-4.0767662920672	-2.5968729629423	-1.4688368046472
AIv6a	4F7F00	-2.3601370558497	1.4817277248279	-3.1931092902557
SCiw	005F7F	-1.0370515060489	-4.0221500291411	-1.4777243118647
MEApd-c	00427F	-2.6601122764064	-2.0260332274225	-4.64016918247
OT2	8500FF	-1.7098744987111	1.0569209712536	-5.7570158901713
SSp-m6b	FF7900	-2.5307420797796	1.0294861648554	-2.3092459174067
CLI	FF1C00	-0.15882609289716	-3.7462245405695	-3.8164730784444
PRE1	00397F	-2.4434436943203	-4.060039364311	-2.3424900076876
VISpl5	7F0049	-3.0486243301815	-4.5561198413644	-0.89106097996216
VISam6a	7F0048	-1.6991132471134	-3.110098935056	-0.17799634444899
PSV	00657F	-2.1104506292452	-5.1079603024695	-4.608068421926
SSp-bfd6a	7F0040	-3.2577213770217	-0.85095822825853	-1.6081511349334
SSs4	7F0043	-4.306090818338	-0.51655846991679	-2.4115728377586
SSp-ul5	7F0042	-2.5984396464823	0.16613636735881	-1.0984453303952
RO	73FF00	-0.11292873858651	-7.0773082799564	-5.7315650533126
VISal6a	FFED00	-3.3501621252205	-3.199016357364	-0.91751255137371
PBlv	727F00	-1.5469163143952	-5.2008161467406	-3.102076670132
ORBl2/3	7F004C	-1.763572480976	2.3320238116323	-2.9571496954388
ACAv5	7F004B	-0.58724021817511	0.050742423093787	-1.3260688766663
AId5	7F004E	-2.5916549754807	1.8034370624758	-3.0460032263376
RSPagl6b	7F004F	-1.4182534199224	-3.3634496388087	-0.27687745845702
ORBm2/3	00FF62	-0.466222121247	2.5612170107078	-2.3223212813047
SSp-m4	427F00	-3.2875416546837	1.0194153375019	-1.7759314221544
AHNp	2B007F	-0.48313584866432	-1.0316717969254	-5.0135679036522
ECU	757F00	-1.4322751367193	-7.1240827206707	-3.768076832036
PD	297F00	-0.61707640406123	-0.11749980878085	-4.7323303040654
RSPd5	00227F	-0.87176894035741	-3.0936251062887	0.082117917046783
VISpm5	00FF67	-1.8500154712652	-4.448239206042	-0.30757292529908
ENTl2	B3FF00	-4.7197826927453	-2.5011809267486	-4.1689603334782
FOTUmo	F6FF00	-0.65737213744631	-7.6096659252448	-1.945632288458
IAM	657F00	-0.22814083059679	-0.78467318555668	-3.557625406227
ENTm2	006EFF	-3.2724509064247	-4.5466073493726	-3.3115190983545
SSp-tr6b	08FF00	-2.126295427689	-1.4820180762799	-0.81630399490956
VISp1	0A7F00	-2.7125348051243	-3.9096698593551	0.13098942210885
AUDpo2/3	FF7000	-4.7212670403932	-3.6660915058638	-1.8110509649983
LP	37007F	-1.6036634082403	-2.3227238854527	-2.1256474804421
sAMY	1F7F00	-2.6368173288184	-1.474268939414	-4.7654244719892
ENTl3	FF4B00	-4.2440354000339	-3.8558283732896	-3.6589898446386
LSv	00FF3F	-0.67403415086193	0.064488638490845	-3.5265656046814
DMHp	00FFAA	-0.37583791894138	-1.755641544421	-5.1041530988141
MB	25007F	-1.1486695932682	-3.7797731912188	-3.2163976550085
NC	00FFAD	-0.73000013455749	-0.50343731453177	-5.3023956374188
AId6a	C500FF	-2.633363162628	1.4438658403972	-3.0914711747001
ACAd5	7F7300	-0.64574954522341	0.78242530782024	-1.0615973175648
MS	FF3C00	-0.20089860507069	0.57824599624002	-3.8253800082226
GU6a	0BFF00	-3.1080257428922	0.93585208336832	-3.1057287650423
ORBm6a	1CFF00	-0.95067742868249	2.2827492309697	-2.1744884692954
CA2sp	FFCD00	-2.4858868273889	-2.0961531715984	-1.5492064148252
POR	FF0065	-1.391967848016	-4.6834928478428	-5.661286952349
PRNr	FF0067	-0.98473194298988	-4.339224074932	-4.5529299914124
VISal1	11FF00	-3.8666829834298	-3.1787489025859	-0.30361008530315
AONl	7F6B00	-1.532011957032	2.855226498057	-3.8288144966005
LSr	007F5F	-0.52378068520507	0.72842071910872	-3.3091316583544
DR	7F0E00	-0.10324919276894	-4.4543626997624	-2.8529431989989
CA1so	00FF4D	-2.4543986092866	-2.5762221223188	-1.5134172189052
IMD	7F1900	-0.13188928227145	-1.7160745313966	-3.0024503722232
VISpm6b	17FF00	-2.0842189047369	-4.1230727851352	-0.59932265067085
VMHc	007F52	-0.54364598928813	-1.5412553417161	-5.6142827049965
Mmme	007F53	-0.10014146792804	-2.5326794678558	-5.1578561034628
DMHa	00547F	-0.4480348218073	-1.5582906548477	-4.9222995930827
BSTfu	00457F	-1.1002207283095	0.22356354471768	-4.7288968543632
IO	7F0036	-0.53685215135828	-6.7873611631324	-6.3266973422211
ENTm4	00FF48	-3.3472218516505	-4.4114069899704	-3.1990578857044
DMHv	007F55	-0.5060304259799	-1.8367138081983	-5.3492137785822
CA3sp	FF00B0	-2.4614096876555	-2.396241745883	-2.8002505764859
PP	FFB600	-2.2824049673094	-3.2488500558424	-3.3945288337722
BMAa	00FF42	-2.7221422137853	-1.0134847640583	-5.4852315880824
PVa	7F1700	-0.092846812274255	-0.62996129561589	-5.242480542792
PARN	70FF00	-1.4339116998305	-6.2457850081241	-4.6945551576822
PVHf	5100FF	-0.99193834070786	-1.1915166787175	-4.6363200188792
ACAd6a	FF6700	-0.8790535034829	0.84482864088917	-1.3737265338531
NTSge	FF006A	-0.49863070435822	-7.0799999125302	-3.9287657071836
ENTl6a	FF00B3	-3.880968601443	-3.875093248124	-3.3664212773523
ICB	FF006D	-1.5314001464993	-6.3897999022454	-3.1475331053088
VISal4	90FF00	-3.6185065189285	-3.1616306785147	-0.57296912980669
AUDv4	0022FF	-4.7023256848162	-2.135099161895	-2.4507882423389
VISpl6b	6B007F	-2.8235912674493	-4.4342901273433	-1.1645336407316
SCop	00FFA1	-0.79346795004296	-3.9403194696166	-0.88731180221633
GPe	007F1E	-2.4153206341949	-0.81322078014474	-3.669777026493
PAA1	FF5000	-3.2043279414788	-1.8434096629644	-6.138182477643
MM	00FFA7	-0.35899303350726	-2.7406063141645	-5.1705179090886
ORBl6a	65007F	-1.5532404299822	2.055154490991	-2.4222363045095
SSp-n5	407F00	-3.5195028108659	0.72341150078215	-2.3295929926614
BSTov	00FF39	-1.2171777119105	0.11591608254779	-3.6345792184854
IV	00627F	-0.33383178694557	-4.3453265049462	-3.0101505236972
IAD	FFB300	-0.5923706733582	-0.79342521202515	-3.1187224412815
AV	00FF33	-1.1509830730979	-0.75607423976171	-2.7632645467522
CA3slm	7F2600	-2.1578397994865	-2.0092091910898	-1.5309128881978
ILA6b	7F3200	-0.91567064922037	1.5233257383802	-2.3794049515893
SSp-m1	027F00	-3.6195884729543	1.0338016714576	-1.5140121668243
VPM	00FF36	-1.7870827561325	-1.8196593594152	-3.0975561630952
UVUgr	7F003B	-0.5828155842407	-7.3362211953883	-3.2010681924822
DP6a	557F00	-0.89829636165387	1.6495742736978	-3.185275667988
SSp-n2/3	017F00	-3.9849652208355	0.71934717362967	-2.1682271324028
IPN	FF9C00	-0.22670784007653	-3.319944820074	-4.6032556536611
LGd	FF00C7	-2.3146369648541	-2.4126269026235	-2.282533989766
TH	FF00C4	-1.2421660131665	-1.7180072361782	-3.03802522837
PYRmo	7F4300	-0.48157958588346	-7.4791579443603	-2.5546581507304
CA2sr	7F6600	-2.2187815733453	-2.0145276359825	-1.5269037843837
SPVOmdmd	006E7F	-1.6862171576039	-6.0957916867206	-4.664955806317
AONd	537F00	-1.5342611482081	2.6185717305686	-3.5247635725589
PPT	FF00DF	-0.72552049648168	-2.6729297111131	-1.9040155905497
BSTpr	627F00	-0.84514743284238	-0.22208261975186	-3.966541009256
NLLv	00CAFF	-1.9160256978079	-4.3325078982052	-4.0028686600641
LRNp	00717F	-1.8649591983796	-7.0662247820196	-5.893532947667
HY	6200FF	-0.58482544884991	-1.4207445539391	-5.1907441062192
VISl1	0028FF	-4.0081304004338	-4.0537547366621	-0.68502199460229
CSl	737F00	-0.32237745427694	-4.2956465328423	-4.3409218984778
PBmm	FF1900	-1.2944670981221	-5.2336912041893	-3.3044359138362
A13	FF00D9	-0.80831505285154	-1.3794473413975	-4.5075688530151
SSp-un5	7F7B00	-2.9532046711007	0.47461033094723	-1.6781162128
SUV	0E007F	-1.5259245071368	-5.7580225989411	-3.4647035944798
OV	53FF00	-0.12650075608167	0.42081987137189	-5.5076479786446
AUDd1	7F0045	-4.6170655166443	-2.5805794132636	-1.161323416249
FLgr	007C7F	-3.0524915145994	-5.243495160239	-3.9124450490921
P	7F0031	-1.4566603917039	-4.559133385324	-4.8392340526736
SOCm	7F0032	-1.0544685571535	-5.0625983815305	-5.8180392113939
RPO	7F0033	-0.15604600994552	-5.1128355782239	-4.2306914210443
