ROOT,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
PERI,0.176110347,0.2044216386,0.0449082686,2.3810062105,0.0030039817,0.0493857376,0.33642412,0.3748980748,0.2878596438,0,0.0091828334,9.14109209108326E-05,0,0.0101852235,0.3163469488,0.0025499081,0.0004873879,0.0968556259,0.1077301079,0.3745415313,0.0020653309,0.611945007,0.1453874092,0.1060913482,0.251134315,0.0673265089,0,0.4101969831,0.0069882766,0.0150593565,0.2625677202,0,0.0131567411,0.088231118,0,5.1779757494,0.0010254677,0.0043185878,0.0259698784,0,0.1999732603,0.0179644998,1.95228596155501E-06,0.189618455,0.0005138133,0.6387188621,1.7305401764,0,0.625108556,0.1622321057,0,3.44242919643634E-07,0.0330923346,0.1837663761,0.2711990668,0,0.0009437715,0.3303185488,0.0531155244,0,0.0462730214,0.0403219048,0.3505120598,0.0017300188,0.0003602922,2.7371830793695E-05,0.0001214433,0,0.2239587876,6.11432183209487E-06,0,0,0,0.0093908406,0.2692099541,0,0.0464388439,0,0.0069165703,0.2123214132,0,0.0447932171,0.0006408572,0.0288236914,0,0,0.1220479904,0.0035846291,0,0.0007399445,0,0.0025455717,0,0.0283547104,0.6940899478,0.6329709065,0.0007607141,0.0187752915,0.0066237392,0.296153006,0,0,0.0333266948,0.000109861,0.0190472501,0.0391107207,0,0,0.0097511296,0,0.2445311917,0.1758982367,0.2696280231,0.4828889506,0,0.0444730268,0.3598007273,0,0.0033490803,0.0218038941,0.0057606697,0.4407766344,0.025367703,0,0.0005299587,3.58880482466918E-06,0,0.039517163,1.9579790185,0.2376467833,0.0019909689,0.0597834505,0.0081995082,0.0930638896,0.0229337796,0.0202812601,0.039477243,0,0,0.0271616749,0,0.0013289957,0.0038701911,0.1802891767,0.0070686012,0.0120356448,0.000320507,0,0,0.0135131221,0.0495561103,0.0068314285,2.6015745014041E-05,0.0004908321,0.0299387391,0,0.0150028695,0.0263455084,0.0188989677,0.0040285415,0.3086321468,0,0,0.5339210834,0.0004377795,0.0057938757,0.010614472,0.0017914916,0.0015709114,0.00582501,0.0119549512,0.0628675223,0,0,0.0005502058,0.0008268309,0.066299517,0,0.0965003784,0.0493108675,0.3796527085,0,0.2793054031,0.0038803175,0.3965475008,0,0.0024776967,3.44413396008373E-05,3.42790784087771E-05,0.3893546288,0.1604934572,0,0,0.3632894511,0.0336817133,0,0.0125644184,0,0,0.2148092204,0.017613401,0,0,0,0.0489047153,0,0.0260546523,0.0090840427,0,0,0.01646552,0.0141670162,0
PF,0.0006500327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003427193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003017502,0.015647947,0,0,6.4549896814,0.0749978572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116380209,0.4194511607,0.0290359087,0,0,0,0,0,0,0,0.0040767403,0.0073131854,0,0.0065191618,0,0,0,0.0571388616,0.0093084478,0.043075296,0,0.2143342999,0,0.0473727651,0,0,0,0,0.0258785057,0.0005601971,0.0455659419,0,0,0,0,0,0,0,0,0,0.0003390517,0,0,0,0,0,0,0,0,0.0480293683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102502944,0,0.0094136833,0.0058761468,0,0.0009781531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005142417,0,0.0312750835,0,0,0,0,0,0,0,0,0.2358247153,0,0,0.0581394376,0.0552764176,0.0017039967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331393255,0,0,0,0,0,0,0,0,0,0,0,0,0.2274072483,0,0,0,0,0,0,0,0,0,0.0522065918,0,0,0.0252474488,0.002157774,0.0058025287,0
PFL,0.0007780407,0.000058059,0,4.81936148172534E-06,0,0,0.0006887043,0,7.9778740754321E-05,0,0,0,0.2911449457,2.99588883211243E-06,3.99587529736305E-05,0,0,0.0001608927,4.48588600477371E-05,0,0,0,0,0,0.000039133,0,0,0,0,0,0,0,0,0.0004317246,0,0,0,0,0,0,0.0006611218,3.2489757365471E-07,0.0107489269,1.93561471072356E-05,0,0,0,0,0,0,0.0510121028,0,0,0,0,0,0,0.0006850386,0,0.000253012,7.58976575845895E-05,0.0004596306,5.34464156605436E-06,0,0,0,0.0007656105,0,0,0,0,2.88124520826774E-06,0,0,0,0,0.0007305507,0,0,3.46756272910391E-05,5.20573064333524E-08,8.9845867367844E-05,0,0,0,0,0.0001515524,3.19143142558953E-05,0,0,0,0,0,0.0009759342,2.25312372168377E-06,0.0003053906,0,1.94060577460671E-05,0,0,0,0,0.0010628264,0,0,0.000188127,0.0021945028,0,0,0,0,2.56814905520147E-05,8.42488170001708E-05,0.0011811332,0,0,0,0,0,0.0009927313,0,2.7238153278302E-05,0,0.5406014866,0.034031768,0,0,0,0.0010819662,0,0,0,0,0.0002811315,0,0.0024843681,0.0009353312,0.0532527157,0,0,0,0,0,0,0,5.40333391639061E-07,0,0,0,0,0,0,0,0,4.95282226329165E-05,0,0.0001702691,0.000044918,0,0,0,0.0003466323,0,0,0.092689552,0,2.14421100234591E-05,0.0003643725,0,0,0,0,0,0,0,0,0.0012769372,0,0.0002225108,0.000941939,0.000265031,0.0004803956,0.0010087701,0,0.0004113725,0,0,0,0,0,0,0.006646258,0,0.0007693376,0.0012208551,0,0,0,0,5.57068370177309E-06,0,0,0,0,0,1.40298450384958E-05,0,0.000000488,0,0,0,0,0
PG,0.0128157591,0,0,0.0089514916,0,0,0.0009594324,0.0003690701,0,0,0,0,3.8403842214,8.54767854748794E-05,0,0.0080220584,0,0,0,0,0,0.0015609891,0.003789738,0,0,0,0,0.003585879,0.1110676692,0.0016111771,0,0,0,0.0045283162,0,0.0237938635,0.0515660584,0.2097616463,0,0,0,0,0.1564506327,0.0002395389,0,0,0,0,0,0.001983589,0,0.0531075042,0,0.0016523665,0.003275816,0.0010818463,0,0,0.0005552821,0,0,0.0034615044,0,0,0,0.1529395574,0,0,0,0,0,5.22933203005318E-05,0.0050859063,0,0,0.0001704086,0,0,0,0,0.0003546927,0.0036895919,0,0,0.0001340771,0,0.0092494835,0,0,0.0008699538,0.0011539273,0,0,0.0004545242,0.0283003207,0.0108010537,0,0,0,0,0,0,0,0,0,0,0,0.0009498701,0.0087002005,0,0,0,0,0.0081906221,0.0002089186,0.0012466991,0,0,0,0,0,0,0,0,0,0,0,0,0.0118442666,0,0,0.0028848891,0,0,0.0003784093,0,0,0.6542328857,0,0,0,0.070608664,0,0,0,0,0.0003804478,0,0,0,0,0,0.0014551563,0,0,0,0,0,0.0012396494,0,0,0.0464575384,0,0.0890258473,1.7432750215,0,0,0.017468103,0,0,0,0.0069603961,0,0,0,0,0.0183982915,0,0,0,0.0130961523,0.0003143431,0.0060875871,0,0,0,0,0,0,0,0.000726356,0,0,0,0,0.0034285873,0,0,0,0.0003344768,0,0,0,0,0,0,0,0,0,0.0030832758,0.001124238,0,0
PGRNd,0,0,0,0,0,0,0.0013277823,0.0006820906,5.00811327359097E-05,0,0,0,0,0.00033197,0,0.4370590247,0,0,0,0,0.0004618758,0,0,0,0,0,0,0,0,0.014525137,0,0,0.0133420212,0.0001604276,0,0,0.0864924706,0.0824562283,0,0,0.0041776439,0,0,0,0.0114043991,0.0038034623,0.0056300089,0.0023991791,0,0,0.2433556568,0,0.0005776428,0,0.0002026201,0,0,0.0047146507,0,0,0,0,0,0,0.0211116972,0,0,0,0,0,0,0,0,0,0,0.020296127,0,0.090672537,0,0,0,0.0082343875,0,0.0428556272,0,0,0,0,0,0,0,0,0,0.0080405221,0.0078317513,0.0027339504,0,0,0,1.0290881009,0,0.144203852,0,0,0,0.0002207604,0,0.013741737,0.080080078,0.1424933174,0,0,0,0,0,0,0.6160376985,0,0,0,0.1214533939,0.0003042315,0.106389867,0,0,0,0,0,0,0,0,0.0715343107,0.0110425312,0.0011558303,0,0.1392438458,0.0006079404,0,0,1.139180162,0,0,0,0,0,0,0,0,0,0,0,0.0030296792,0.0027149002,0.0265875267,0.056724501,0,0,0,0.0174709736,0,0.5513855526,0,0,0,0,0.0034221338,0,0,0,0,0,0.0080501781,0,0,0,0,0.0213975666,0.0016461742,0.016042914,0.0056559418,0,0.0069974836,0.0064098735,0,0.0012401237,0.0006014374,0,0,0,0,0,0,0,0,0,0,0.0689268389,0.0165723929,0,0.0022819961,0.0003267632,0.000280708,2.54146025010699E-06,0,0,0,0.0295618386,0,0.0405234972,0.0209331595,0.010106968,0,0
PGRNl,0.0029962214,0,0,0.0124793167,6.82835298899432E-06,0.0104619983,0,0,0.0001063856,0,0.0002518164,0.000248188,0,0,0.0019838018,0.0096920897,0.0071893423,3.84614972161313E-05,0.000492671,0,0.0003531805,4.92877243108853E-05,0.0008345067,0.0009464317,0.0109277179,0.0015746379,0.0043156682,0.0071632899,0,0.0004360158,0.0003672036,0.0005480251,0.0074308232,0.0011683747,0.0009392004,0.0063122327,0.0162444951,0,0.0170755428,0.0184093359,0.0048160218,0.0319294052,0,0.0004838691,0.0071208287,0.004024693,0.0076551992,0.008713887,0.0007443049,0.0002871907,0.0221641087,0,0,0.0008769389,0.0022686309,0.0038006659,0.3563416626,0,0.0001687353,0,0.0009937423,0.0049877678,0.0003073921,0.0027631822,0,0,0.004847835,0.2510383567,0.0001538055,0.0191946956,0.0002661187,0,0.0008824459,0.0029069044,0.1209732857,0.0005093119,0.0135134928,0,0.0012363956,0.0155083295,0.0001027229,0.0031696639,0.034202587,0.0056401543,0.0473842176,0.2641349125,0.0061300181,0.0053395996,0.0002539818,0.0002261645,0.0003879053,0.0004927695,0.0016606206,0,0.0009954765,0,0.002316322,0.019969579,0.0059322597,0.3758134666,0.0081816953,0.0442486561,0.0239370196,0.0034584758,0.0164882354,0.0010145235,0,0.0021448487,0.0135759457,0.0678131344,5.49688814321692E-05,0,8.27982312833218E-05,0.0001008385,0.000008776,0.0002229003,0.5085863627,0.0026198666,0.0826381332,0.1031416582,0.0713488591,0.0014218176,0,0.0123214599,0.0206172241,0.035012998,0,0.0375924839,0,0.0001774777,0.0014577276,0,0.002085944,0.0014366307,0.0004293097,0.066600862,0.0040673074,0,0.3635046561,0.3904200646,0.0231567379,0.0326864051,0,0.0004170441,0.013186332,0.0115024956,0.0017650879,0.0011002319,0.0026929348,0.0089031973,0.0194861334,0.0062838912,0.0019111922,0.0151991989,0.0183527116,0.0002448625,0.0003541797,0.00441904,0,0.0041563431,0.3072584178,0.0164549228,0,0.0336921255,0,0.0004467542,0.0044272617,0.0021595605,0.0885122133,0.0023822833,0.0026266238,0.0053528633,0.0378271474,0.0272452213,0.12442916,0.0226971461,0,0.0007664099,0,0,0.0010450879,0,0,0.0036513865,0.0054403384,0.0030318157,0.0046821006,0.0195260175,0.0093490074,0.0004452072,1.28135959663635E-05,0.0336886969,0.0004928407,0.0004738198,0.0174478216,0.0528757984,0,0.0330065599,0,0,2.1384852170287E-05,0.0001733756,1.66610616005829E-05,0.0003177398,0,0.0003823108,0.0089521667,0.0092828406,0,0,0,0.0238243849,0.0821533247
PH,0.0211593357,0,0.0235366541,0,0,0.2846747852,0,0,0.0136747359,0,0.0064665786,0.0054896259,9.78245635002193E-05,0,0.0128841169,0,0.0191578607,0.0002605735,0.002072307,0,0,0.0045232029,0.0250609367,0.0906637437,0.0696688787,0.0160920278,0.1222792741,0.0436548377,0,0,0.0149215586,0,0,0.0173042899,0.0083434675,0,0,0,0,2.40245695340047E-05,0.207401602,0,6.62857308609862E-06,0.0191781569,0.002691743,0,0.129856773,0,0.0619694786,0.0095092317,4.05948550170959E-05,0,0,0,0,0,0,0,0.0095592628,0,0,0,0.0470278051,0.0015714211,0,0,0.0049965807,0,0,0,0,0,0,0,0.8339016965,0,0.3523738378,0,0,0.5030388667,0.0276971436,0.0002616158,0,0,0,0,0.0368086228,0.0297380706,0,0,0,0,0,0.0027785263,0,0,0.0346812569,0.3063926865,0,0,0.1969615804,0.0027007874,0.167480005,0.0017655825,0,0.0071806644,0,0,0.0108512901,0,0,0.0210784452,0,0,0.0076728316,0,0.1783773623,0,0,0,0.0175264749,0.0096570533,0,0.0014151522,0.0028287781,0,0,0,0.0385356827,0.0292794816,0,0,0,0,0,0,0,0.000288253,0,0,0.0007431577,0,0.0024032712,0,0.0377666529,0.013345714,0,0.0028785821,0,0.0397855315,0.1492133976,0,0,0,0,0,0,0,0,0.0244707384,0,0,0.0074448064,0.1301246691,0.0002593278,0,0,0.0018288711,0,0,0,0,0,0,0,0,0,0,0,0,0.0023432383,0,0,0,0.0279692171,0.0663201882,0,0,0,0,0.0141384881,0,0.0050854341,0.0572042225,0.0723651297,0,0,0,0,0,0,0,0,0,0,0.0027319331,0.0111073303,0.0193235527,0,0,0,0,0
PIR,0.1774867303,0,0,0,0.000305725,0.0006974152,0.0771130352,0.2752703405,0.1585318655,0,0,0,0,0.0198816967,0.6892569541,0,0,0,0,0,0.000040164,0.1324286643,0.1877953202,0,0,0,0,0.0695273313,0,0,0,0,0,0.2108646845,0.2111365106,0,0,0,0,2.1943721845408E-05,0,0,0,0.0430149607,0,0,1.156564927,0.0096292604,0.5012949074,0.1806189803,0.000008686,0,0,0.053095657,0,0,0,0.034328968,0.0313972553,0,0,0,0.0007557438,0,0,0,3.3059306188189E-05,0,0,0,0,0,0,0.001336295,0,0,0.0166361037,0,0,0.0507061754,0,0.0440539303,0,0.0037300905,0,0,0.0918625082,0.0005174091,0,0,0,9.53576316949405E-05,0,0.5150658415,0,0,0,0,0,0,0.003135458,0,0.0701188954,0,0,0.1504825126,7.53032939297634E-06,0,0,0,0.0589434305,0,0.0438992741,0.7183910316,0.0011955044,0.2102740855,0,0,0,0,0,0.1955159186,0,5.83373230430326E-06,0,0,0,0,4.3966479131,0,0,0,0,0,0,0,0,3.31598444539559E-05,0,0,0,0,0,0,0,0,0,0,0,0.0004168624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126175267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204493623,0.0001251785,0,0,0,0.229992635,0,0,0.2692942096,0.0007651111,0,0,0.000013235,0,0.0120352301,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,0.0310615671,0,0,0,0,0,0.0758066727,0.0344295582,0.0164524113,0.0005577475,0.0667987662,0.0212177885,0,0,0.0969603714,0,0,0,0,0.0033964091,0.0029016604,0.0034072326,0.0244143644,0.1570054346,0,0,0,0.0345731507,0.0001217215,0,0.1642755347,0.0036351824,0.036804571,0.0023767568,0.0042342344,0.9322539266,0.0140305745,0,0.007178155,0.0001146444,0,0.0040011657,0,0.0579500256,0.0062396877,0,0,0,0.1694836505,0,0,0,0,0.006654894,0.0276910268,4.47893719577441E-05,0,0.0697522065,0.0040790151,0,0,0,0,0.0486110805,0.0003714323,1.51305598791442E-05,0.0063556242,0.0013798006,0,0.0001676476,0,0,0,0.0179216074,0.3330235944,0,0.0649974584,0.0012141853,0,0,0,0.0106984791,0.0047318103,0.3045795529,0.000465368,0.0015568467,0.0134750266,0,0,3.19961349428446E-05,0,0,0,0,0.1008429166,0,0,0,0,0.3020237705,0,0.0004164526,0.0079232569,0,0,0.0020929706,0.000255136,0,0,0.0063743735,0,0.1405402938,0.019340246,0,0.0002682533,0,0.1885364899,0,0,0.0132109277,0.0043817348,0,0.0275690476,0,0.0012609381,0,0.0034736536,0,0,0,0,0,0,0,0.0003396844,0.012720531,0,0.0007101466,0.0065399986,0.045332482,0,0,0.0669412868,0,0,0.1345070578,0,0,2.83035671141727E-06,0,0.0890288409,0,0.0003429155,0.0057642714,0.0228429105,0,0,0,0.0573946765,0,0,0,0,0.4928372942,0,0,0.0209323583,0.0453286311,0.0005291799,0.0206603925,0.0020733816,0.0069685833,0.0003874163,0.0009371875,0,0,0,0.0010968372,0,0,0,0,0,0.0126143501,0,0,0.0009012029,2.1445544100656E-06,0,0,0.0002067946,0.0039025593,0,0.1060926684,0,0,0,0.0002692263,0,0.0069430128,0,0,0,0,0,0,0.0465776649,0,0,0,0,0.0777572251,0.0007257877
PMd,0,0,0,0,0,0.254204132,0,0,0,0,0,0.0035016613,0,0,0,0,0,0,0,0,0,0.1041760088,0.1698877966,1.0136739908,0,0,0,0.220281913,0,0,0,0,0,0,0.3055395258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234498614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166654698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338307545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1996531289,0,0,0.0241596125,0,0,0.0153960131,0.0065413131,0,0,0,0,0,0,0,0.11822164,0,0,0,0,0,0.0255629004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1110996036,0,0,0,0,0.0649871803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PO,0,0.0646995798,0,0,0,0,0,0,0,0,0.0025470421,0,0.0023597507,0,0.0011011962,0.0990317098,0,0.0301166979,0.1392452238,0.3744054845,0.0035603974,0.000279365,0,0,0,0,0,0,0,0.0222963481,0.0095676004,1.6582674836381E-05,0.0002933625,0,0.0001017158,1.0792634575,0.0082982206,0,0,0.0002414793,0,0,0,0,0.0003528296,0.0822013369,0,0,0,0,0.0002038089,0,0.0014087261,0,0.065798662,0,0.00777644,0.0017644151,0,0,0,0,0,0,0,0,0.0003961352,0,0,0.0001665895,0.0523234572,0.0135467071,0.0060260103,0.0060549236,0.0216788454,0.0276544027,0.0026135096,0.0003370542,0,0,0,0,0.0161353599,0.000933621,0,0,0,0,0.0006772517,0.0026630774,0.0075284972,0.0003594863,0,0,0.6966361975,0.2851805842,0,0,0.0018212735,0.3900855294,0,0.0007389075,0.000687904,0.0034821238,0,0.0008619092,0.0002578642,0.0139880504,0.0084829098,0,0,0,0.0027008443,0,0,0,0.103299684,0,0,0.0009025957,0.007049179,0.0025321549,0.0185641821,0.0022230017,0.0035389451,3.41675289333801E-05,0,0.0237543227,0,0.0174869087,3.75011023850463E-05,0.0467038842,0.0083078338,0.0003247659,0,0.0254940785,0,0.0009667282,0.1028940794,0.2196306949,0.0009959524,0,0,0.0318182569,0,0.0011510655,0,0,0,0,0.0049812729,0.0007881332,0.0004436255,0.0058925351,0.0068916288,0.0556304513,0.0551556953,0,0.2708197295,0,0.1378381855,0.0364568741,0,0,3.39096339524841E-05,0.0004992468,0,0,0,0,0.0030208612,0.0092625371,0.0003062363,5.43034616629159E-05,0,0,1.4982996263,0.5835486992,0.0473272111,0,0.4948429424,1.0567127855,1.0818141596,0,0,0,0.0013549075,0,0.000229434,0.2679494982,0,0.0326554923,0,0.0013714357,0,0,0.0287301103,0.0003090297,0,0.0476765678,0.0599978385,0.1329240297,0,0.2349730692,0.0149424578,0.0374179455,0.0106868275,0,0.2061195952,0.2513543705,0,0.0244559433,0
POL,0.0359510242,0,0,0,0,0,0,0,0.0144165105,0,0,0,8.69285444417494E-05,0,0,0,0,0.6310167921,1.3750945557,1.1821577872,0,0.3577511259,0.0863999978,0.0188818422,0,0,0,0.5781947595,0,0,0.2023509916,0,0,0.0117520811,0.0186777072,2.6153881216,0,0,0,0,0,0.0327534533,0,0,0,0.6682971738,0,0,0.0677714658,0.0018267012,0,0,0,0.0065205731,0.6775894992,0,0,0,0.0298969481,0,0,0,0,0.0210327265,0,0,0,0,0.1649314989,0,0,0,0,0.0004859833,0,0,0,0,0,0,0,0,0,0,0,0,0.3651688118,0,0,0,0,0,0,0,0,0,0,0,0.0439155207,0,0,0,0,0,0,0,0,0,0.1945848318,0,0,0,0,0,0,0,2.090694264,0,0,0,0,0.1633825322,0.0696831113,0,0,0,0,0,0.03388321,0,0,0,0,0,0,0.0361067563,0,0,0,0,0,0,0,0,0.0111730818,0.0300975921,0,0,0,0,0.0166274132,0,0,0,0.0460953467,0,0,0,0.1231016528,0,0,0,0,0.2069771051,0,0,0.0452795332,0,0,0.0314063392,0.0267550474,0.0787236532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6327879136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1834671389,0,0.0111875315,0,0
POST,0.000931526,0,0,0.0055364997,0.0348213742,0.0122477609,0.0013259858,0,0,0,0.0092419575,0.0055779595,0,0,0.001132368,0.0151176076,0,0.0003218353,0,0,0.0724541251,0.0018267297,0,0.0456014914,0.0960734137,0.0151932581,0,0.0060464628,0.0002137926,0.0286417712,0,9.01326829809333E-05,0.0246644065,1.42620618210877E-05,8.34454040782547E-05,0,0,0.0002580344,0.000939107,0,0.0028010461,0.0033137612,0,0.0002910712,0,1.3352408473,0.7958147574,0.4901762332,0,0.0004719201,8.24864651694242E-05,0,0,0.000283607,0.010867364,0.0045593196,0,0,0.00001333,0,0,0.0213981999,0,0.0088262974,0,0,0.0014250509,0,0,0,0.737728367,0,0,0.0020384534,0.2029996148,0.0113730851,0.0025000659,0,0.0107937366,0.0097053565,6.13144100875383E-05,0.0010255135,0,0.0782296591,0,0,0.002811637,0.004831175,0.0141041799,0.0111985033,0.015340918,0,0.0192916433,0.0004507075,0,0,0,0.0007549762,0,0.4976188962,0.0049999345,0,0.0038151686,0,0.0110230649,3.61688856282834E-05,2.55986765376841E-05,0.0021088798,0.0142162979,0,0,0,0,0.0018602206,0,6.65527978468345E-06,0.1756124068,0.1266469364,0,0.0046096786,0,0.0155591568,0.0474225929,1.13724851082533E-05,0.0033941682,0,0,0.0107853862,0.0007759444,0,0.0021453717,0.0929694506,0.0140636579,0.1874135831,0.0047853092,0,0.5367546717,0.0002532799,0,0,0,0.0011539849,0.0022428038,0,0.0030160749,0.0042296274,0,0,0,0.0010591128,0.0145373027,0.0128229629,0,0.0170403044,0.007070139,0.0346700056,0.1411708155,0.581502331,0.1673297059,0.000116044,0.3672594802,0,0.0254314123,0.0277881901,0,0.0047640228,0.0180451762,0.0245380408,0,0.0056181472,0.0027697362,0.0116704453,0,0,6.36763381912025E-05,0.0006635102,0.0170688651,0.0019983098,0.0007526103,0.0006624317,0,0.0034615076,0.0013002723,0.0147399088,0.3275462063,0.0949080239,0.0169819391,0.0013430914,0,0.0744833059,0.001026204,0,0.0106147132,0.0004596594,0.0033160883,0,0.0452784778,0,0.0010301921,0,0,0.0187907941,0,0.0411507974,0.0310150993,0.0829825007,0.0450785669,0,0.0260435241,0.0119867322,0.0041609844,0.0277238433,0
PP,0.4918024618,0,0,0,0,1.5321075327,0,0,0.0854298352,0,0,0,4.41825582348479E-05,0,0.0472591206,0,0.2000619504,0,0.2422571236,1.0059390455,0,0.4589433138,0.2210066468,1.62823739,0,0,0,0.4015834739,0.1928352025,0,0,0,0,0.4130280682,1.0024595383,0,0,0.2215305212,1.3832203893,0,0,0.679823182,0,0.0031579018,0,2.5818029917,0.5015882225,0.0027366284,0.3351422477,0.0277481832,0,0.0001340836,0,0.023076153,0.9194103181,0.1911869403,0,0,0.0449060836,0.4649584398,0.9104904355,3.8454806631,0,0,0,0,0,0,2.731684449,0,0,0,0,0.0086324009,4.0375000409,0.0007447653,0.9253458925,0,0,0.8088980203,0.0777359404,0.1581875813,0,0,0,0,3.2728928217,0.0379507406,0.0246229189,0,0,0.0127750571,0.0085155665,0,0,0,0.3225882708,1.0364936851,0,0,0.202725009,0,0.4797937365,0,0.6621364471,0.3321276587,0,0,0,0,0,0,0,0.1215576629,0.0915938695,0.2418593276,0.453898269,0.0018152265,0,0.7443289628,0,0.2038826878,0,0.0005389851,0,0,0,0,0.2386868312,0,0.0638510387,0,0,0.0152514549,0,0.2776354136,0,0.0001392914,0,0,0,0,0.0272834558,0,0.3766667388,0.0907661749,0.0334294008,0.0488004982,0,0.5892520875,0.173582252,0,0,0,0,0,0,0,0,0.2734657514,0,0.9537629645,0.0038384686,2.3449774666,0.0187318769,0,0,0.0212747738,0.113681877,0,0.1380515757,0,0,0,0,0,0,0,0,0,0,0,0,0.2662356293,0,0.0610973057,0.0519751425,0,0,2.1262021005,0.0379107179,0,0,0.0274324501,0.8020031928,0,0,0,0,0,0,0,0,0,0,0,0,2.1102854248,0,0,0,0,0
